position,rank,team,salary,fetch_name,followers,username,full_name,profile_pic_url,is_verified,is_private,id,name
C,277,Indiana Pacers,2550000,Domantas Sabonis,90954,dsabonis11,Domantas Sabonis,https://scontent-lga3-1.cdninstagram.com/vp/98fd39a294f680ced1baa41b35b3d950/5B67E19C/t51.2885-19/s150x150/19534152_157402918137843_7148260314369228800_a.jpg,true,false,195896262,Domantas Sabonis
SG,278,Detroit Pistons,2500000,Reggie Bullock,122138,y0bull,BULLY (Reggie Bullock),https://scontent-lga3-1.cdninstagram.com/vp/c5d8fb10aea034088e75a8de5849930a/5B6AC2C9/t51.2885-19/s150x150/26153378_615421165516366_895573498091536384_n.jpg,true,false,23479375,Reggie Bullock
SG,279,San Antonio Spurs,2500000,Manu Ginobili,835460,manuginobili,Manu Ginobili,https://scontent-lga3-1.cdninstagram.com/vp/3134497db031b8c9f9b954bfae9964e2/5B5DED52/t51.2885-19/s150x150/22069213_134518917171585_296218358192275456_n.jpg,true,false,1194680,Manu Ginobili
PG,280,Atlanta Hawks,2500000,Malcolm Delaney,26996,foe2304,Malcolm Delaney,https://scontent-lga3-1.cdninstagram.com/vp/4557fd41e176ab968ad995693cec0c18/5B7A8E71/t51.2885-19/s150x150/12237170_1712932962269447_465273901_a.jpg,true,false,184580396,Malcolm Delaney
C,281,Miami Heat,2490360,Bam Adebayo,183417,bam1of1,Bam Adebayo,https://scontent-lga3-1.cdninstagram.com/vp/4ddbdad224ba60abee1ae4746491e4d9/5B7063AF/t51.2885-19/s150x150/28766818_199768867287642_750649361515413504_n.jpg,true,false,176272488,Bam Adebayo
SF,282,Toronto Raptors,2451225,Bruno Caboclo,65485,brunofive,Bruno Caboclo,https://scontent-lga3-1.cdninstagram.com/vp/a73503288b54c51dd504d8fcf241d047/5B76B86B/t51.2885-19/s150x150/30078306_384956748646513_4420792632133812224_n.jpg,true,false,285901596,Bruno Caboclo
PF,283,Denver Nuggets,2441400,Trey Lyles,174597,treylyles,Trey Lyles,https://scontent-lga3-1.cdninstagram.com/vp/5c13d11c38de38c820807d5aa1621b91/5B5682AE/t51.2885-19/s150x150/29737746_166672720717545_3969583678916395008_n.jpg,true,false,28057700,Trey Lyles
PF,284,Philadelphia 76ers,2422560,Dario Saric,108130,megalodon20,Dario Šarić,https://scontent-lga3-1.cdninstagram.com/vp/6b317f2633b51468b2bd1d33d1165552/5B6D7FB2/t51.2885-19/s150x150/25024047_1910080675688159_5875991963643150336_n.jpg,true,false,1445878973,Dario Saric
SF,285,Atlanta Hawks,2422560,Taurean Prince,54757,taureanprince,Forever Humble,https://scontent-lga3-1.cdninstagram.com/vp/2176401951ec435653d3fd630850e4e9/5B569F52/t51.2885-19/s150x150/26070334_193748074511169_7619901870122729472_n.jpg,true,false,26942407,Taurean Prince
SG,286,Utah Jazz,2386864,Rodney Hood,195622,hoodie5,Rodney Hood,https://scontent-lga3-1.cdninstagram.com/vp/515959f7e598f23a0ff0f3d3609e1ec9/5B5D94E9/t51.2885-19/s150x150/27880989_1596299393756812_8242552371469615104_n.jpg,true,false,52348768,Rodney Hood
SF,287,Sacramento Kings,2365560,Justin Jackson,10762,justinjackson__,Justin Jackson,https://scontent-lga3-1.cdninstagram.com/vp/b920bed3e2990b9096d4e264bb1cc5c5/5B555132/t51.2885-19/s150x150/20766284_283450302061689_7776836036633559040_a.jpg,true,false,14897766,Justin Jackson
PG,288,Portland Trail Blazers,2361360,Shabazz Napier,234319,shabazznap13r,Shabazz Napier,https://scontent-lga3-1.cdninstagram.com/vp/232f1990072c7a1f692f4566cf2bf528/5B60FE4C/t51.2885-19/s150x150/13534048_498659640329469_482667943_a.jpg,true,false,188151279,Shabazz Napier
C,289,Houston Rockets,2334528,Clint Capela,166291,ccapela15,Clint Capela,https://scontent-lga3-1.cdninstagram.com/vp/5ae95e3aedba832e21ab48b7540dde2f/5B6A8013/t51.2885-19/s150x150/19052274_114641102468558_6712705761031487488_a.jpg,true,false,467304109,Clint Capela
SG,290,Phoenix Suns,2319360,Devin Booker,2185743,dbook,Devin Booker,https://scontent-lga3-1.cdninstagram.com/vp/56213d51bca454292c93d1c988caccf6/5B6DBE48/t51.2885-19/s150x150/20478841_359373157828102_5868657649855234048_a.jpg,true,false,41186296,Devin Booker
SF,291,Brooklyn Nets,2300000,Dante Cunningham,10098,dlamarc33,Dante Cunningham,https://scontent-lga3-1.cdninstagram.com/vp/75ab16a1ba95fbe2bacf0769a1490b4d/5B5F9A07/t51.2885-19/s150x150/26871713_2058468867497390_6748680630441082880_n.jpg,false,false,30375345,Dante Cunningham
C,292,Minnesota Timberwolves,2247480,Justin Patton,24728,justin_patton23,Justin Patton,https://scontent-lga3-1.cdninstagram.com/vp/1819d00530df9857266e92ab8875dfba/5B6A52BC/t51.2885-19/s150x150/22710186_125237854816547_6977526559670272000_n.jpg,true,false,40736328,Justin Patton
PF,293,Boston Celtics,2247480,Guerschon Yabusele,84,guerschonyabusele,Guerschon Yabusele,https://scontent-lga3-1.cdninstagram.com/vp/6e3df98af084fa661a006c30b9f4ba2a/5B5947BC/t51.2885-19/s150x150/16788462_978446358952122_2975256328500412416_a.jpg,false,false,3673307018,Guerschon Yabusele
PG,294,Chicago Bulls,2203440,Cameron Payne,136377,smoothcp1,Cameron Payne,https://scontent-lga3-1.cdninstagram.com/vp/b3bd6062d54e920dcb905d7a8930c54f/5B5C5672/t51.2885-19/s150x150/30078808_365756197272679_5329360046973255680_n.jpg,true,false,500623618,Cameron Payne
PG,295,Denver Nuggets,2194500,Mo Williams,640,mowilliams,Mo Williams,https://scontent-lga3-1.cdninstagram.com/vp/7292068646e472d57f2b396e28320d91/5B683D16/t51.2885-19/s150x150/20688234_706371432897283_135348519874592768_a.jpg,false,false,8922252,Mo Williams
SF,296,Chicago Bulls,2186400,Denzel Valentine,198295,denzelvalentine,Denzel Valentine,https://scontent-lga3-1.cdninstagram.com/vp/4e327063c67e8124fe4440bfa9cd0a9b/5B98F37A/t51.2885-19/s150x150/26869979_1431651176945956_6876241700298162176_n.jpg,true,false,50570967,Denzel Valentine
SG,297,Brooklyn Nets,2163006,Sean Kilpatrick,119360,seankilpatrick,Sean Kilpatrick Jr,https://scontent-lga3-1.cdninstagram.com/vp/808b3ea6bc812ba68af9a6f9ecca48ad/5B65B1A4/t51.2885-19/s150x150/29716410_1890331167667415_3664314291328122880_n.jpg,true,false,3502056,Sean Kilpatrick
SF,298,San Antonio Spurs,2151704,Kyle Anderson,146612,teamslowmo,Kyle Anderson,https://scontent-lga3-1.cdninstagram.com/vp/646aaab5dc35088783a7a515e1938f44/5B63BF5F/t51.2885-19/s150x150/25010696_114519609338760_7763526336710180864_n.jpg,true,false,10677431,Kyle Anderson
PF,299,Milwaukee Bucks,2135040,D.J. Wilson,74886,lanky_smoove,D.J. Wilson,https://scontent-lga3-1.cdninstagram.com/vp/712adab67218208ea3c2f359c729ab5f/5B609071/t51.2885-19/s150x150/29402418_206288710103247_3535117053679632384_n.jpg,true,false,31944332,D.J. Wilson
SF,300,New Orleans Pelicans,2100000,Darius Miller,25330,dmillerky,Darius miller,https://scontent-lga3-1.cdninstagram.com/vp/9992b12e7af033b861816039283b05f7/5B68FDEC/t51.2885-19/s150x150/12301304_441110319430242_1428290047_a.jpg,true,false,290355382,Darius Miller
SF,301,Washington Wizards,2093040,Kelly Oubre Jr.,464090,kellyoubrejr,Wave Papi🙏🏽,https://scontent-lga3-1.cdninstagram.com/vp/9647a97e0f7e1ef0d1870f19113781a5/5B9D63A6/t51.2885-19/s150x150/15046983_213616349048295_6407075488816168960_a.jpg,true,false,31132670,Kelly Oubre Jr.
PF,302,Denver Nuggets,2076840,Juan Hernangomez,59622,juanchiviris41,Juancho Hernangomez Geuer,https://scontent-lga3-1.cdninstagram.com/vp/2104c68f76f7fb219d4ade281f583c95/5B9CCE9C/t51.2885-19/s150x150/30855937_165475924283329_8012283407906111488_n.jpg,true,false,404984298,Juan Hernangomez
PG,303,Milwaukee Bucks,2048257,Kendall Marshall,352,kendall5marshall,Kendall Marshall,https://scontent-lga3-1.cdninstagram.com/vp/2188a570e37705dd6c169cb46bda246a/5B7B4960/t51.2885-19/11821745_1594781077452288_198952605_a.jpg,false,false,55332125,Kendall Marshall
PF,304,Indiana Pacers,2028360,T.J. Leaf,122681,leafsquad,TJ  Leaf,https://scontent-lga3-1.cdninstagram.com/vp/b172d51190763ee964e15676763d677c/5B59F75E/t51.2885-19/s150x150/20226040_108403856490412_5644718205365649408_a.jpg,true,false,361535679,T.J. Leaf
PG,305,Washington Wizards,2000000,Tim Frazier,47516,timfraz23,Tim Frazier,https://scontent-lga3-1.cdninstagram.com/vp/e13ac1fddd0cf1eafd8fde98560cedea/5B775E24/t51.2885-19/s150x150/924642_1635555210035592_1102478904_a.jpg,true,false,253584207,Tim Frazier
PG,306,Boston Celtics,1988520,Terry Rozier,270638,gmb_chum12,Terry Rozier,https://scontent-lga3-1.cdninstagram.com/vp/e0dff9190c1f7d9908e20f73151056cc/5B6D77C5/t51.2885-19/s150x150/30592209_1053112404828240_5659654156000952320_n.jpg,true,false,14395379,Terry Rozier
C,307,Indiana Pacers,1974159,Kevin Seraphin,66166,kslife7,Kevin Seraphin,https://scontent-lga3-1.cdninstagram.com/vp/4daf68a32a08697600184b1117a192fe/5B633E9C/t51.2885-19/s150x150/26068999_1688256151237672_1186240868751769600_n.jpg,true,false,1778967977,Kevin Seraphin
PF,308,Atlanta Hawks,1936920,John Collins,64078,jcollins20_,John Collins,https://scontent-lga3-1.cdninstagram.com/vp/fe50965a4152c4c8506b52d7a03370dd/5B63CDA9/t51.2885-19/s150x150/23498879_312995659183008_6548922096641114112_n.jpg,true,false,344780788,John Collins
G,309,Orlando Magic,1889040,Rashad Vaughn,34739,rashad_vaughn,Rashad Vaughn,https://scontent-lga3-1.cdninstagram.com/vp/d3bc6f65cb4b02eeb4418adac2721f9b/5B5BA609/t51.2885-19/s150x150/14099711_1433608130000274_1977400946_a.jpg,true,false,174613735,Rashad Vaughn
PF,310,Sacramento Kings,1859400,Harry Giles,264683,bigticket_hg,Harry Giles III,https://scontent-lga3-1.cdninstagram.com/vp/95ced1f9bf164719be29f2d5b7a519ea/5B7B2385/t51.2885-19/s150x150/30079953_169789797058650_1256885105016700928_n.jpg,true,false,52286100,Harry Giles
SF,311,LA Clippers,1794600,Sam Dekker,210211,samdek7,Sam Dekker,https://scontent-lga3-1.cdninstagram.com/vp/a8d53747188008b47cb50cb64dc38b0a/5B7791BF/t51.2885-19/s150x150/19933335_1868745390055259_3891948730542194688_a.jpg,true,false,23266668,Sam Dekker
SG,312,Oklahoma City Thunder,1785000,Terrance Ferguson,203107,the2kferguson,Terrance Ferguson,https://scontent-lga3-1.cdninstagram.com/vp/2b8adae8ceb7248da16b941d0ff55ac2/5B561DAB/t51.2885-19/s150x150/28153870_1320716218073437_2177620342594338816_n.jpg,true,false,221919043,Terrance Ferguson
PF,313,Detroit Pistons,1780800,Henry Ellenson,22426,henryellenson13,Henry Ellenson,https://scontent-lga3-1.cdninstagram.com/vp/63a3d28087d3330c04339b1afe40a75b/5B63F962/t51.2885-19/s150x150/22220484_181867922381911_215864987577483264_n.jpg,true,false,411205110,Henry Ellenson
PF,314,Detroit Pistons,1739333,Eric Moreland,42325,ericmoreland25,Eric Moreland,https://scontent-lga3-1.cdninstagram.com/vp/56937fbab9f4340b391ff9fa5c684764/5B761072/t51.2885-19/s150x150/30592323_424288557998887_6394497647025061888_n.jpg,true,false,11212417,Eric Moreland
PG,315,Chicago Bulls,1713840,Jerian Grant,108633,jeriangrant,Jerian Grant,https://scontent-lga3-1.cdninstagram.com/vp/d69dada5c15b0d6760fbec74d492e59a/5B796FA9/t51.2885-19/11378237_727844234026456_1113702503_a.jpg,true,false,8799223,Jerian Grant
C,316,Brooklyn Nets,1713720,Jarrett Allen,34793,_bigjayy_,Jarrett Allen,https://scontent-lga3-1.cdninstagram.com/vp/0d45022c190d56e60077a8de86198ed6/5B578ED0/t51.2885-19/s150x150/19622748_1104011973032239_4341908922018299904_a.jpg,true,false,478394610,Jarrett Allen
SF,317,Brooklyn Nets,1709538,Quincy Acy,69421,quincyacy,Quincy Acy,https://scontent-lga3-1.cdninstagram.com/vp/1d66fc67023878d1770f97684e4e4715/5B6DC207/t51.2885-19/s150x150/16122644_752114381623340_6955095826678939648_a.jpg,true,false,15990166,Quincy Acy
C,318,Brooklyn Nets,1709538,Tyler Zeller,122,therealtyler_zeller,Tyler Zeller,https://scontent-lga3-1.cdninstagram.com/vp/66325a5be4634a05af15f99697f71333/5B568A75/t51.2885-19/s150x150/16123058_1874817192738301_1551497398843342848_a.jpg,false,false,4512644979,Tyler Zeller
SG,319,Denver Nuggets,1700640,Malik Beasley,70649,mbeasy5,Malik Beasley,https://scontent-lga3-1.cdninstagram.com/vp/4336ea253238ce59408f27755acda114/5B63B589/t51.2885-19/s150x150/23164207_229655544237038_4824389914369982464_n.jpg,true,false,1789586670,Malik Beasley
PG,320,Toronto Raptors,1645200,Delon Wright,77420,delonwright,D.Wright,https://scontent-lga3-1.cdninstagram.com/vp/1ab0ac0614ea811e089ccd8c4eaf9f1a/5B706083/t51.2885-19/s150x150/26863375_144972242883113_8956114488520605696_n.jpg,true,false,3445332991,Delon Wright
SF,321,Toronto Raptors,1645200,OG Anunoby,75068,oanunoby,OG Anunoby,https://scontent-lga3-1.cdninstagram.com/vp/f7e29632a8df65cf93d336c1303514fd/5B9B2A20/t51.2885-19/s150x150/24127159_513243929040413_6394644663755603968_n.jpg,true,false,1184294703,OG Anunoby
PF,322,Cleveland Cavaliers,1645200,Ante Zizic,47796,antezizic,,https://scontent-lga3-1.cdninstagram.com/vp/f6d3cea0a39130b863e9a9afb91be74b/5B7698DE/t51.2885-19/s150x150/29090094_185084652271048_471550502446825472_n.jpg,true,false,345491856,Ante Zizic
SG,323,Brooklyn Nets,1632480,Caris LeVert,69023,carislevert,Caris LeVert,https://scontent-lga3-1.cdninstagram.com/vp/e3efac11c10d3396789bd09a782bb6aa/5B6EAC93/t51.2885-19/s150x150/13397693_261226307575801_1995150649_a.jpg,true,true,35916888,Caris LeVert
SG,324,Philadelphia 76ers,1579440,Justin Anderson,88768,justinanderson,J U S T I N⚓A N D E R S O N,https://scontent-lga3-1.cdninstagram.com/vp/523e7633814039db9e18295da2e3308a/5B79F32F/t51.2885-19/s150x150/15875987_360263014351850_4903820322282668032_a.jpg,true,false,6154330,Justin Anderson
PF,325,Denver Nuggets,1579440,Tyler Lydon,33511,tylerlydon,Tyler Lydon,https://scontent-lga3-1.cdninstagram.com/vp/7f46b07efcae6f523243d1cee3fed55b/5B7A83D1/t51.2885-19/s150x150/26434858_557721801241499_6364263375068725248_n.jpg,true,false,28870188,Tyler Lydon
PF,326,Atlanta Hawks,1577230,Ryan Kelly,81722,ryankelly34,Ryan Kelly,https://scontent-lga3-1.cdninstagram.com/vp/de27d29392b945b439b7f8cdd4dbd90e/5B775AB4/t51.2885-19/s150x150/26067965_1633408133392201_2706413550686961664_n.jpg,true,false,217066259,Ryan Kelly
SG,327,Minnesota Timberwolves,1577230,Shabazz Muhammad,7,shabazz_muhammad_fanclub,Shabazz Muhammad Fanclub,https://scontent-lga3-1.cdninstagram.com/vp/1fd04237f7886e6d1f38a1dc699c41e2/5B6F0432/t51.2885-19/10616433_1460409577575310_1398261178_a.jpg,false,false,1482188333,Shabazz Muhammad
SG,328,Portland Trail Blazers,1577230,Archie Goodwin,110190,a1laflare10,Archie Aone Goodwin,https://scontent-lga3-1.cdninstagram.com/vp/bec13e07495a129bdb9ca1d5b93cf9b7/5B6346C8/t51.2885-19/s150x150/26068188_399026863880414_801806661143494656_n.jpg,true,false,403483285,Archie Goodwin
C,329,Dallas Mavericks,1577230,Jeff Withey,37692,jeffwithey,Jeffree Withey,https://scontent-lga3-1.cdninstagram.com/vp/627894f9504a8d54fb3410b5af87cbe6/5B67C4C3/t51.2885-19/s150x150/25036567_563997260622131_8287678755330064384_n.jpg,true,false,41757871,Jeff Withey
SF,330,Atlanta Hawks,1567200,DeAndre' Bembry,19980,fearthefro95,DeAndre Bembry,https://scontent-lga3-1.cdninstagram.com/vp/a0000bf85e9cca76b10f2729c11719a0/5B7816CA/t51.2885-19/s150x150/20838321_2003496219881944_7072577862422757376_a.jpg,true,false,15566490,DeAndre' Bembry
SF,331,Sacramento Kings,1551659,Caron Butler,177544,caronbutler,Caron Butler,https://scontent-lga3-1.cdninstagram.com/vp/1b1bbc2b2fff70ad880dd8afe4847e41/5B5B0EC2/t51.2885-19/s150x150/22157544_516820971994820_2608536430036647936_n.jpg,true,false,260910139,Caron Butler
PF,332,Oklahoma City Thunder,1526040,Mitch McGary,56878,mitchmcgary_33,Ya Boyy,https://scontent-lga3-1.cdninstagram.com/vp/76db079bdc596874fa3a2526b7e33609/5B60D8CE/t51.2885-19/s150x150/12256820_1051241054928854_29585230_a.jpg,true,false,15328539,Mitch McGary
C,333,San Antonio Spurs,1524305,Joffrey Lauvergne,75504,7jololo7,Joffrey Lauvergne,https://scontent-lga3-1.cdninstagram.com/vp/b3306615fbdd3777231908ce7d264e9e/5B5E49AA/t51.2885-19/s150x150/22069769_455026471563610_5321811212453806080_n.jpg,true,false,1721787576,Joffrey Lauvergne
PG,334,Charlotte Hornets,1524305,Julyan Stone,6998,julyan_stone2,Julyan Stone,https://scontent-lga3-1.cdninstagram.com/vp/62ab7b31ffeb36181f2888fda461f4e2/5B57FEE6/t51.2885-19/s150x150/29093528_2161704600724507_2562407325931405312_n.jpg,false,false,1474471423,Julyan Stone
SF,335,Oklahoma City Thunder,1524305,Jerami Grant,112035,jeramigrant,Jerami Grant,https://scontent-lga3-1.cdninstagram.com/vp/d516a6526568312180dbf1faae5a178f/5B545A06/t51.2885-19/10979665_1553794688222155_1339277561_a.jpg,true,false,188241602,Jerami Grant
SF,336,Brooklyn Nets,1524305,Joe Harris,248,goatharris,Joe “🐐” Harris,https://scontent-lga3-1.cdninstagram.com/vp/b25a74da49ce7000fb313a5c8b4f8e60/5B672BC8/t51.2885-19/s150x150/26865680_338212220015240_511010157996539904_n.jpg,false,false,7054779867,Joe Harris
SG,337,Indiana Pacers,1524305,Glenn Robinson III,145268,glennrob3,Glenn Robinson III,https://scontent-lga3-1.cdninstagram.com/vp/7213e1d960f7e9cfdc0a6bd909e77fc6/5B9A0787/t51.2885-19/s150x150/17882658_268344693575822_6878994396377776128_a.jpg,true,false,29305689,Glenn Robinson III
PF,338,Chicago Bulls,1516320,Bobby Portis,101554,bportistime,Bobby BP Portis,https://scontent-lga3-1.cdninstagram.com/vp/9aa2b58c528fa970a9bb4e2dc9ccac03/5B56FB54/t51.2885-19/s150x150/23280170_152909611988825_681476001225506816_n.jpg,true,false,12945947,Bobby Portis
SG,339,Toronto Raptors,1504560,Malachi Richardson,231,malachirichardson23,Malachi Richardson,https://scontent-lga3-1.cdninstagram.com/vp/7794ef8421de76adf0139d15601243ff/5B5BA564/t51.2885-19/s150x150/12501562_1557139321250150_973182951_a.jpg,false,false,3084954617,Malachi Richardson
PG,340,Houston Rockets,1500000,Marcelo Huertas,339,marcelo.huertas,Marcelo Huertas Fanpage,https://scontent-lga3-1.cdninstagram.com/vp/f1303e374bee2cdbbc7e19de2d0e56fb/5B67E575/t51.2885-19/s150x150/10311289_962758110445293_1557378341_a.jpg,false,false,3088881616,Marcelo Huertas
PF,341,Washington Wizards,1471382,Chris McCullough,1758,_chrismccullough,Chris McCullough,https://scontent-lga3-1.cdninstagram.com/vp/daede9b1082ced8be1e861f1de31c868/5B776B38/t51.2885-19/s150x150/13724537_207461156323076_59876838_a.jpg,false,false,2235980803,Chris McCullough
PG,342,Washington Wizards,1471382,Donald Sloan,21,donaldsloan,donaldsloan,https://scontent-lga3-1.cdninstagram.com/vp/a900e5c458d1e20328a3f75025dd716d/5B5457D5/t51.2885-19/11253702_1087071494638006_67189799_a.jpg,false,false,291524476,Donald Sloan
PF,343,Memphis Grizzlies,1471382,Jarell Martin,27570,jarell_martin1,Jarell Martin,https://scontent-lga3-1.cdninstagram.com/vp/65489223cacf0d95812775ef4b2b44bd/5B6F8F64/t51.2885-19/s150x150/29095933_1632231246862234_722599445501313024_n.jpg,true,false,195447280,Jarell Martin
PG,344,Memphis Grizzlies,1471382,Mario Chalmers,634170,mchalmers6,Mario Chalmers,https://scontent-lga3-1.cdninstagram.com/vp/b3967baa3f96a1ca95311d164f5bf47a/5B584D6F/t51.2885-19/s150x150/22710181_291281431356786_5724664374426075136_n.jpg,true,false,22194064,Mario Chalmers
PG,345,Utah Jazz,1471382,Raul Neto,82983,raulneto08,Raul Neto 🏀,https://scontent-lga3-1.cdninstagram.com/vp/a730b441008a4f0ab0daf5a248b17253/5B6EB49B/t51.2885-19/s150x150/23421099_370493250041916_6878377243937079296_n.jpg,true,false,210973106,Raul Neto
SG,346,Portland Trail Blazers,1471382,Anthony Morrow,150912,yungfresh,Anthony Morrow,https://scontent-lga3-1.cdninstagram.com/vp/b1a557899f7097f9a7f320b9a6be0c18/5B76473A/t51.2885-19/s150x150/28427985_154274151903833_5589630499560620032_n.jpg,true,false,13516273,Anthony Morrow
SG,347,Portland Trail Blazers,1471382,Pat Connaughton,57989,planetpat5,Pat Connaughton,https://scontent-lga3-1.cdninstagram.com/vp/0ff397300ea91f9d3141835e70547f82/5B58A6BB/t51.2885-19/s150x150/20398624_110056532962206_4881325727422611456_a.jpg,true,false,26559007,Pat Connaughton
C,348,Denver Nuggets,1471382,Nikola Jokic,165817,jokara95,Nikola Jokić,https://scontent-lga3-1.cdninstagram.com/vp/c9e36b39657752d209176d99f4a0c555/5B7768B5/t51.2885-19/11375363_955857741102985_1583185451_a.jpg,true,false,378046471,Nikola Jokic
F,349,Atlanta Hawks,1471382,Jeremy Evans,850,jeremyevans40,Jeremy Evans,https://scontent-lga3-1.cdninstagram.com/vp/9cd93cf4a19f6f434d52359eb69ac79a/5B612A56/t51.2885-19/11910195_1633001956984232_1639654887_a.jpg,false,false,422325270,Jeremy Evans
PF,350,Portland Trail Blazers,1465920,Caleb Swanigan,40277,calebswanigan50,Caleb Swanigan,https://scontent-lga3-1.cdninstagram.com/vp/b945218105d64f54d3dfd0f0d7bcadaf/5B6295A2/t51.2885-19/s150x150/15535285_231353010624366_4530194880911114240_a.jpg,true,false,210383095,Caleb Swanigan
SG,351,Philadelphia 76ers,1465920,Furkan Korkmaz,77071,furkankorkkmaz,Furkan Korkmaz,https://scontent-lga3-1.cdninstagram.com/vp/b3687f148992b329f70dbf443f69e4a6/5B6DBB52/t51.2885-19/s150x150/28765914_199527760672669_1520869574738706432_n.jpg,true,false,1433684649,Furkan Korkmaz
SG,352,Memphis Grizzlies,1465080,Jordan Adams,774,jordanadams____,Jordan Adams,https://scontent-lga3-1.cdninstagram.com/vp/c5bec18233caca8cd9304ef7030d6c05/5B5FF251/t51.2885-19/s150x150/28152177_2047441675496618_6178111280482615296_n.jpg,false,false,302766233,Jordan Adams
SF,353,Denver Nuggets,1454756,Richard Jefferson,443,richardjeffersonoffical,Richard jefferson,https://scontent-lga3-1.cdninstagram.com/vp/aac3c81f5638d29dd5ad68a00644a79f/5B6EFF10/t51.2885-19/s150x150/13269437_968355123272390_1166708600_a.jpg,false,false,3275380090,Richard Jefferson
C,354,Charlotte Hornets,1435750,Willy Hernangomez,268884,willyhernangomez,Willy Hernangómez,https://scontent-lga3-1.cdninstagram.com/vp/1c7975232f9848d894fd805f761d888f/5B66A7D0/t51.2885-19/s150x150/27879345_1788384137862649_5994624268938248192_n.jpg,true,false,233395022,Willy Hernangomez
PG,355,Detroit Pistons,1429818,Jameer Nelson,16361,jameernelson,Jameer Nelson,https://scontent-lga3-1.cdninstagram.com/vp/c105ea645fb5397cbfc8ca5e0993217f/5B983B3A/t51.2885-19/10533594_1945294488944589_2032677709_a.jpg,false,false,243522970,Jameer Nelson
PF,356,Los Angeles Lakers,1423560,Kyle Kuzma,1497453,kuz,Kyle Kuzma,https://scontent-lga3-1.cdninstagram.com/vp/0e6cdeb8f83d3a04b541200a725fac1f/5B7964B5/t51.2885-19/s150x150/28427901_1986958634888171_7489066321494147072_n.jpg,true,false,23613805,Kyle Kuzma
C,357,Utah Jazz,1414920,Tony Bradley,5218,tonybradley_,Tony Bradley,https://scontent-lga3-1.cdninstagram.com/vp/6e49ea5aa27211c08ee1594f72c5b01f/5B645ACA/t51.2885-19/s150x150/26155782_1642222335801207_3004887612818194432_n.jpg,false,true,270606131,Tony Bradley
PG,358,San Antonio Spurs,1404600,Derrick White,24689,dwhite921,Derrick White,https://scontent-lga3-1.cdninstagram.com/vp/f1c9c5cfa83b95431b2d7873aa4de7d0/5B5F07D7/t51.2885-19/s150x150/21878995_143587026247482_7902202970907869184_n.jpg,true,false,209657953,Derrick White
SG,359,Los Angeles Lakers,1394520,Josh Hart,215457,jhart,Josh Hart,https://scontent-lga3-1.cdninstagram.com/vp/0161272647a5d98829e329fe4c4662b0/5B5407AC/t51.2885-19/s150x150/15534723_300310303697438_2677949316357685248_a.jpg,true,false,1090438295,Josh Hart
SG,360,Philadelphia 76ers,1386600,Timothe Luwawu-Cabarrot,37,follow_me_tim_luwawu_cabarrot,Timothé Luwawu Cabarrot,https://scontent-lga3-1.cdninstagram.com/vp/fdfef5441b86034d5abb4b7b85dbaf3c/5B7B73DB/t51.2885-19/s150x150/20065918_1452006438208326_4131195803546943488_a.jpg,false,false,5793678275,Timothe Luwawu-Cabarrot
PF,361,New Orleans Pelicans,1379940,Josh Smith,69178,noigsmoove,Josh Smith,https://scontent-lga3-1.cdninstagram.com/vp/cea7d22c009d75027f37f6f3974e89b1/5B592AF0/t51.2885-19/s150x150/18252515_662219267302783_1306058967272652800_a.jpg,true,false,2211542506,Josh Smith
C,362,New York Knicks,1350000,Guillermo Hernangomez,259,guillermo_hernangomez,Guillermo Hernán-Gómez,https://scontent-lga3-1.cdninstagram.com/vp/c7e01b6e55a1a8c1d1f332f4d245e56f/5B581E12/t51.2885-19/s150x150/23347476_290422588028913_2108849236056473600_n.jpg,false,true,6376541994,Guillermo Hernangomez
C,363,Philadelphia 76ers,1333240,Sasha Kaun,141,sashakaun_cavs,Sasha Kaun,https://scontent-lga3-1.cdninstagram.com/vp/c70bf9c55fb40d3a5bb12a7ad6a4be5e/5B7649E9/t51.2885-19/s150x150/11371003_894216533999391_599555823_a.jpg,false,false,2178909009,Sasha Kaun
PF,364,Memphis Grizzlies,1331160,Brice Johnson,104172,bjohnson_23,Brice Johnson,https://scontent-lga3-1.cdninstagram.com/vp/8dcc10e64a47d96d481e8419ed4df11c/5B656E09/t51.2885-19/s150x150/24332142_971991796282102_3641924291806625792_n.jpg,true,false,43325535,Brice Johnson
PF,365,Washington Wizards,1312611,Daniel Ochefu,21656,danielochefu32,Danny Chef,https://scontent-lga3-1.cdninstagram.com/vp/06e2674dc39867162a612fcc3889a5b4/5B63E082/t51.2885-19/s150x150/15625167_438618023193645_5534699091910459392_a.jpg,true,false,33364591,Daniel Ochefu
C,366,Memphis Grizzlies,1312611,Deyonta Davis,28700,deyontadavis_231,Deyonta Davis,https://scontent-lga3-1.cdninstagram.com/vp/076939ec121574d83d77162d9f79cf0a/5B69DAEB/t51.2885-19/s150x150/25039115_1572333166219478_3569857429229273088_n.jpg,true,false,962859868,Deyonta Davis
SG,367,Memphis Grizzlies,1312611,Wayne Selden,92281,wayneseldenjr,Wayne Selden Jr,https://scontent-lga3-1.cdninstagram.com/vp/206ba8fc353985f6ec09bc4d73a59f52/5B5F7043/t51.2885-19/s150x150/30589852_2130322220525165_5508143592587132928_n.jpg,true,false,31312212,Wayne Selden
